index,Canceled
1461,0.31425720026944465
1462,0.31425720026944465
1463,0.0
1464,0.02487328916448721
1465,0.1675969958705488
1466,0.1675969958705488
1467,0.174501512121687
1468,0.19279416576578717
1469,0.7199601631774859
1470,0.4796539351806605
1471,0.965791469734985
1472,0.9265028007082329
1473,0.1673932931078391
1474,0.0
1475,0.6771164959990867
1476,0.1535955719371427
1477,0.4323967564602087
1478,0.19289474323367128
1479,0.0
1480,0.0
1481,0.04122835918834216
1482,0.3445111758819867
1483,0.3445111758819867
1484,0.3155602221072047
1485,0.0
1486,0.14614462626577304
1487,0.0
1488,0.6494222424820467
1489,1.1091705633978977
1490,0.2394090607931319
1491,0.1820585793252693
1492,0.041771183706088386
1493,0.43894138674684813
1494,0.0
1495,0.396935633493696
1496,0.396935633493696
1497,0.36654315797408665
1498,0.39590606275470525
1499,0.6923128291301324
1500,0.09142366303925062
1501,0.6899974285202866
1502,0.0
1503,0.1368778930785905
1504,0.09142366303925062
1505,0.7525843283879401
1506,1.2067807201920921
1507,0.04669035903589095
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0016793452207620294
1514,0.0
1515,0.0
1516,0.0
1517,0.15781415592868364
1518,0.09982307083106269
1519,0.16258001694006205
1520,0.010473621858651735
1521,0.4115116853816045
1522,0.0
1523,0.022682203853879278
1524,0.0
1525,0.24913591986374037
1526,0.0
1527,0.1532647643827365
1528,0.2586516208882082
1529,0.42467011956938583
1530,0.6640542027681668
1531,0.6116209039994938
1532,0.773186344909362
1533,0.3957125997551051
1534,0.5303999786857609
1535,0.8234063222246815
1536,0.0
1537,0.98575754472847
1538,0.5370124795069674
1539,0.0
1540,0.5456317943064514
1541,0.0
1542,0.7055843967309019
1543,0.046422909589060646
1544,0.32221172565950407
1545,0.0
1546,0.0
1547,0.0
1548,0.6417886283581287
1549,0.2070181219084355
1550,0.0
1551,0.0
1552,0.841463152628615
1553,0.14076068209872253
1554,0.262088317239298
1555,0.7365208746035459
1556,0.7363596280871332
1557,0.5214932199154202
1558,0.03125252061244194
1559,0.18418019712228909
1560,0.13448815927118501
1561,0.0
1562,0.0
1563,0.0
1564,0.18398390103642936
1565,0.7696107176770643
1566,1.192307344931556
1567,0.42261210582308395
1568,0.7992903094136687
1569,0.6018099001421024
1570,0.8782638862597627
1571,0.2533848058081613
1572,0.5420373868338652
1573,0.1344453846281473
1574,0.4742024919907683
1575,0.7696107176770643
1576,0.83610701403137
1577,0.0
1578,0.41905298685457215
1579,0.2904208126433902
1580,0.0
1581,0.4604585825832892
1582,0.8666858075150383
1583,0.27494476852539623
1584,0.7010515582047914
1585,0.8800773779855959
1586,0.23001452474177903
1587,0.3354798518161734
1588,0.0
1589,0.4581490101877851
1590,0.13765546073883583
1591,0.05669346723180115
1592,0.06785284839958675
1593,0.4610886117348833
1594,0.0
1595,0.014597116123895406
1596,0.25898544035298326
1597,0.3027774538967757
1598,0.0
1599,0.4610886117348833
1600,0.12382321069343005
1601,0.12230350977143412
1602,0.12806491695586938
1603,0.28069895222119695
1604,0.0
1605,0.6440928441488485
1606,1.0475987480556828
1607,0.6541948128697144
1608,1.138355836462759
1609,1.1966568867838707
1610,0.5168395686438446
1611,0.05626976756113236
1612,0.007121884366211901
1613,0.760883217102
1614,0.054996267687136786
1615,0.0
1616,0.04873752600974063
1617,0.0319215942465647
1618,0.0
1619,0.0
1620,0.0
1621,0.8912492322101201
1622,0.5616884511970808
1623,0.0
1624,0.018316716771751323
1625,0.0
1626,0.3928657490097679
1627,0.031780034256417775
1628,0.24740219965256582
1629,0.0829174083291411
1630,0.13487948928472848
1631,0.1963956347439279
1632,0.0
1633,0.2964052086399122
1634,0.9745767225343119
1635,0.4640085051730145
1636,0.47876084276558495
1637,1.0076546512378541
1638,0.1275366323601077
1639,0.0
1640,0.830168547412833
1641,1.1455471201449838
1642,0.4998424756405765
1643,0.08781456830758952
1644,0.6712116888570712
1645,1.0662493187029685
1646,0.07791642957828745
1647,0.0
1648,0.24360936879139453
1649,0.0
1650,0.04945297580270824
1651,0.03930428901549607
1652,0.0
1653,0.5312032523296137
1654,0.7261020834857246
1655,0.03514097953242356
1656,0.305897441863462
1657,0.14735361377078304
1658,0.1096709218479851
1659,0.0
1660,0.0
1661,0.0
1662,0.16510753994347038
1663,0.5992823330543984
1664,0.05412472588874761
1665,0.0
1666,0.7258442647490078
1667,0.6467979403983297
1668,0.04241511579454858
1669,0.764030197373869
1670,0.0
1671,0.2521324423742502
1672,0.0
1673,0.0
1674,0.7749487153588206
1675,0.13687626235938655
1676,0.49801720629133894
1677,0.8059895666819716
1678,0.2507132120368497
1679,0.17718754129820624
